rrp,total_count,total_percentage,order_0_count,order_1_count,order_0_percentage,order_1_percentage
43.62,55,0.0,52,3,94.55,5.45
43.63,253,0.01,242,11,95.65,4.35
43.67,561,0.02,538,23,95.9,4.1
43.73,2459,0.09,2254,205,91.66,8.34
43.77,145,0.01,133,12,91.72,8.28
43.78,100,0.0,85,15,85.0,15.0
43.81,46,0.0,43,3,93.48,6.52
43.82,38,0.0,38,0,100.0,0.0
43.84,620,0.02,459,161,74.03,25.97
43.86,19,0.0,19,0,100.0,0.0
43.89,1968,0.07,1735,233,88.16,11.84
43.95,6766,0.25,5854,912,86.52,13.48
43.97,1326,0.05,1076,250,81.15,18.85
43.98,91,0.0,63,28,69.23,30.77
43.99,1257,0.05,957,300,76.13,23.87
44.0,156,0.01,122,34,78.21,21.79
44.01,14,0.0,12,2,85.71,14.29
44.07,7,0.0,7,0,100.0,0.0
44.08,13,0.0,13,0,100.0,0.0
44.1,103,0.0,97,6,94.17,5.83
44.11,664,0.02,512,152,77.11,22.89
44.15,254,0.01,168,86,66.14,33.86
44.19,10,0.0,10,0,100.0,0.0
44.24,553,0.02,505,48,91.32,8.68
44.3,1,0.0,1,0,100.0,0.0
44.37,26,0.0,24,2,92.31,7.69
44.44,292,0.01,204,88,69.86,30.14
44.45,2,0.0,2,0,100.0,0.0
44.53,3,0.0,3,0,100.0,0.0
44.55,929,0.03,705,224,75.89,24.11
44.58,91,0.0,70,21,76.92,23.08
44.65,16,0.0,14,2,87.5,12.5
44.77,37,0.0,35,2,94.59,5.41
44.86,47,0.0,47,0,100.0,0.0
44.88,519,0.02,326,193,62.81,37.19
44.94,257,0.01,247,10,96.11,3.89
44.97,1,0.0,1,0,100.0,0.0
44.99,127,0.0,116,11,91.34,8.66
45.05,874,0.03,764,110,87.41,12.59
45.07,50,0.0,39,11,78.0,22.0
45.1,130,0.0,119,11,91.54,8.46
45.18,31,0.0,26,5,83.87,16.13
45.21,21,0.0,21,0,100.0,0.0
45.27,65,0.0,42,23,64.62,35.38
45.32,37,0.0,28,9,75.68,24.32
45.42,24,0.0,22,2,91.67,8.33
45.55,32,0.0,27,5,84.38,15.62
45.6,52,0.0,33,19,63.46,36.54
45.64,90,0.0,70,20,77.78,22.22
45.65,25,0.0,19,6,76.0,24.0
45.7,527,0.02,497,30,94.31,5.69
45.74,6,0.0,4,2,66.67,33.33
45.75,12,0.0,10,2,83.33,16.67
45.76,45,0.0,43,2,95.56,4.44
45.87,271,0.01,223,48,82.29,17.71
46.08,43,0.0,36,7,83.72,16.28
46.09,615,0.02,536,79,87.15,12.85
46.15,5732,0.21,3933,1799,68.61,31.39
46.18,42,0.0,30,12,71.43,28.57
46.2,35,0.0,34,1,97.14,2.86
46.34,33,0.0,31,2,93.94,6.06
46.38,23,0.0,21,2,91.3,8.7
46.44,8,0.0,7,1,87.5,12.5
46.45,2,0.0,2,0,100.0,0.0
46.48,96,0.0,93,3,96.88,3.12
46.56,58,0.0,52,6,89.66,10.34
46.59,101,0.0,95,6,94.06,5.94
46.62,53,0.0,42,11,79.25,20.75
46.64,10,0.0,8,2,80.0,20.0
46.7,59,0.0,43,16,72.88,27.12
46.72,7,0.0,6,1,85.71,14.29
46.74,8,0.0,5,3,62.5,37.5
46.75,984,0.04,837,147,85.06,14.94
46.79,2,0.0,2,0,100.0,0.0
46.86,82,0.0,73,9,89.02,10.98
46.91,15,0.0,11,4,73.33,26.67
46.97,72,0.0,65,7,90.28,9.72
47.05,5,0.0,3,2,60.0,40.0
47.08,61,0.0,51,10,83.61,16.39
47.11,64,0.0,52,12,81.25,18.75
47.12,366,0.01,188,178,51.37,48.63
47.18,169,0.01,163,6,96.45,3.55
47.19,1028,0.04,856,172,83.27,16.73
47.25,200,0.01,168,32,84.0,16.0
47.29,3089,0.11,2199,890,71.19,28.81
47.3,89,0.0,67,22,75.28,24.72
47.32,2,0.0,1,1,50.0,50.0
47.41,55,0.0,46,9,83.64,16.36
47.48,181,0.01,177,4,97.79,2.21
47.52,89,0.0,77,12,86.52,13.48
47.58,20,0.0,18,2,90.0,10.0
47.59,29,0.0,19,10,65.52,34.48
47.63,58,0.0,57,1,98.28,1.72
47.69,780,0.03,596,184,76.41,23.59
47.71,17,0.0,17,0,100.0,0.0
47.8,1,0.0,1,0,100.0,0.0
47.85,164,0.01,162,2,98.78,1.22
47.88,230,0.01,153,77,66.52,33.48
47.89,16,0.0,13,3,81.25,18.75
47.91,6,0.0,6,0,100.0,0.0
47.95,131,0.0,93,38,70.99,29.01
47.96,14,0.0,9,5,64.29,35.71
48.03,3,0.0,3,0,100.0,0.0
48.07,15,0.0,14,1,93.33,6.67
48.22,17,0.0,17,0,100.0,0.0
48.29,412,0.01,361,51,87.62,12.38
48.35,183,0.01,155,28,84.7,15.3
48.37,10,0.0,10,0,100.0,0.0
48.39,21,0.0,16,5,76.19,23.81
48.4,209,0.01,185,24,88.52,11.48
48.48,43,0.0,43,0,100.0,0.0
48.49,301,0.01,292,9,97.01,2.99
48.5,45,0.0,35,10,77.78,22.22
48.73,165,0.01,131,34,79.39,20.61
48.85,279,0.01,213,66,76.34,23.66
48.9,1275,0.05,956,319,74.98,25.02
48.91,282,0.01,258,24,91.49,8.51
48.94,40,0.0,29,11,72.5,27.5
48.95,862,0.03,674,188,78.19,21.81
49.12,5,0.0,4,1,80.0,20.0
49.18,325,0.01,304,21,93.54,6.46
49.24,139,0.01,125,14,89.93,10.07
49.26,6,0.0,4,2,66.67,33.33
49.27,14,0.0,14,0,100.0,0.0
49.35,15,0.0,15,0,100.0,0.0
49.39,453,0.02,435,18,96.03,3.97
49.45,741,0.03,612,129,82.59,17.41
49.48,202,0.01,164,38,81.19,18.81
49.49,303,0.01,259,44,85.48,14.52
49.5,2,0.0,2,0,100.0,0.0
49.53,39,0.0,36,3,92.31,7.69
49.57,18,0.0,18,0,100.0,0.0
49.59,17,0.0,11,6,64.71,35.29
49.63,6,0.0,6,0,100.0,0.0
49.72,387,0.01,335,52,86.56,13.44
49.79,503,0.02,503,0,100.0,0.0
49.82,5,0.0,3,2,60.0,40.0
49.83,98,0.0,86,12,87.76,12.24
49.89,26,0.0,24,2,92.31,7.69
49.9,28,0.0,26,2,92.86,7.14
50.05,21,0.0,19,2,90.48,9.52
50.13,41,0.0,36,5,87.8,12.2
50.15,190,0.01,143,47,75.26,24.74
50.16,73,0.0,67,6,91.78,8.22
50.19,49,0.0,39,10,79.59,20.41
50.2,192,0.01,177,15,92.19,7.81
50.22,73,0.0,59,14,80.82,19.18
50.3,653,0.02,618,35,94.64,5.36
50.35,36,0.0,31,5,86.11,13.89
50.42,19,0.0,18,1,94.74,5.26
50.44,25,0.0,21,4,84.0,16.0
50.45,293,0.01,234,59,79.86,20.14
50.46,88,0.0,77,11,87.5,12.5
50.49,1250,0.05,903,347,72.24,27.76
50.55,699,0.03,576,123,82.4,17.6
50.57,44,0.0,38,6,86.36,13.64
50.59,659,0.02,596,63,90.44,9.56
50.6,115,0.0,112,3,97.39,2.61
50.64,5,0.0,5,0,100.0,0.0
50.66,5,0.0,5,0,100.0,0.0
50.67,788,0.03,743,45,94.29,5.71
50.69,15,0.0,14,1,93.33,6.67
50.71,204,0.01,180,24,88.24,11.76
50.77,51,0.0,45,6,88.24,11.76
50.8,1,0.0,1,0,100.0,0.0
50.89,38,0.0,36,2,94.74,5.26
50.9,2040,0.07,1496,544,73.33,26.67
50.99,41,0.0,36,5,87.8,12.2
51.05,4,0.0,4,0,100.0,0.0
51.1,9,0.0,7,2,77.78,22.22
51.28,10,0.0,8,2,80.0,20.0
51.35,43,0.0,31,12,72.09,27.91
51.37,45,0.0,35,10,77.78,22.22
51.38,99,0.0,63,36,63.64,36.36
51.4,32,0.0,29,3,90.62,9.38
51.46,118,0.0,104,14,88.14,11.86
51.48,14,0.0,12,2,85.71,14.29
51.54,12,0.0,12,0,100.0,0.0
51.55,627,0.02,507,120,80.86,19.14
51.56,77,0.0,59,18,76.62,23.38
51.59,1348,0.05,1085,263,80.49,19.51
51.65,244,0.01,196,48,80.33,19.67
51.67,30,0.0,10,20,33.33,66.67
51.68,312,0.01,272,40,87.18,12.82
51.69,121,0.0,105,16,86.78,13.22
51.7,285,0.01,248,37,87.02,12.98
51.87,283,0.01,176,107,62.19,37.81
51.92,27,0.0,22,5,81.48,18.52
51.95,37,0.0,31,6,83.78,16.22
52.11,46,0.0,46,0,100.0,0.0
52.24,50,0.0,45,5,90.0,10.0
52.44,26,0.0,20,6,76.92,23.08
52.45,110,0.0,91,19,82.73,17.27
52.58,127,0.0,121,6,95.28,4.72
52.61,91,0.0,82,9,90.11,9.89
52.64,11,0.0,8,3,72.73,27.27
52.69,1680,0.06,1396,284,83.1,16.9
52.75,3851,0.14,3603,248,93.56,6.44
52.77,132,0.0,105,27,79.55,20.45
52.78,200,0.01,167,33,83.5,16.5
52.79,32,0.0,32,0,100.0,0.0
52.8,33,0.0,31,2,93.94,6.06
52.91,585,0.02,443,142,75.73,24.27
52.98,25,0.0,17,8,68.0,32.0
53.02,132,0.0,93,39,70.45,29.55
53.04,46,0.0,41,5,89.13,10.87
53.11,550,0.02,320,230,58.18,41.82
53.12,236,0.01,191,45,80.93,19.07
53.24,78,0.0,55,23,70.51,29.49
53.35,872,0.03,760,112,87.16,12.84
53.42,38,0.0,31,7,81.58,18.42
53.63,132,0.0,102,30,77.27,22.73
53.74,17,0.0,12,5,70.59,29.41
53.79,504,0.02,417,87,82.74,17.26
53.83,219,0.01,182,37,83.11,16.89
53.85,1142,0.04,1066,76,93.35,6.65
53.89,727,0.03,496,231,68.23,31.77
53.9,298,0.01,259,39,86.91,13.09
54.12,1769,0.06,1336,433,75.52,24.48
54.15,11,0.0,11,0,100.0,0.0
54.18,53,0.0,44,9,83.02,16.98
54.23,293,0.01,229,64,78.16,21.84
54.27,2,0.0,1,1,50.0,50.0
54.44,336,0.01,200,136,59.52,40.48
54.45,405,0.01,360,45,88.89,11.11
54.59,42,0.0,36,6,85.71,14.29
54.62,22,0.0,17,5,77.27,22.73
54.65,72,0.0,65,7,90.28,9.72
54.66,18,0.0,16,2,88.89,11.11
54.68,11,0.0,9,2,81.82,18.18
54.73,5,0.0,4,1,80.0,20.0
54.77,552,0.02,395,157,71.56,28.44
54.78,1477,0.05,1287,190,87.14,12.86
54.84,159,0.01,116,43,72.96,27.04
54.86,369,0.01,320,49,86.72,13.28
54.89,4601,0.17,4119,482,89.52,10.48
54.93,20,0.0,20,0,100.0,0.0
54.95,1101,0.04,993,108,90.19,9.81
54.96,7,0.0,6,1,85.71,14.29
54.98,1015,0.04,842,173,82.96,17.04
54.99,2274,0.08,1910,364,83.99,16.01
55.09,61,0.0,43,18,70.49,29.51
55.12,20,0.0,18,2,90.0,10.0
55.17,4,0.0,4,0,100.0,0.0
55.22,4,0.0,4,0,100.0,0.0
55.23,5,0.0,5,0,100.0,0.0
55.34,18,0.0,18,0,100.0,0.0
55.39,5,0.0,3,2,60.0,40.0
55.62,65,0.0,45,20,69.23,30.77
55.64,19,0.0,15,4,78.95,21.05
55.65,13,0.0,13,0,100.0,0.0
55.79,67,0.0,50,17,74.63,25.37
55.88,263,0.01,183,80,69.58,30.42
56.03,35,0.0,24,11,68.57,31.43
56.05,108,0.0,84,24,77.78,22.22
56.1,46,0.0,46,0,100.0,0.0
56.16,2,0.0,2,0,100.0,0.0
56.2,418,0.02,403,15,96.41,3.59
56.22,34,0.0,23,11,67.65,32.35
56.27,546,0.02,415,131,76.01,23.99
56.36,8,0.0,7,1,87.5,12.5
56.5,5,0.0,5,0,100.0,0.0
56.54,58,0.0,52,6,89.66,10.34
56.6,179,0.01,108,71,60.34,39.66
56.64,170,0.01,120,50,70.59,29.41
56.79,426,0.02,409,17,96.01,3.99
56.85,11,0.0,11,0,100.0,0.0
57.09,4,0.0,4,0,100.0,0.0
57.13,5,0.0,3,2,60.0,40.0
57.15,302,0.01,263,39,87.09,12.91
57.16,21,0.0,17,4,80.95,19.05
57.19,160,0.01,144,16,90.0,10.0
57.2,261,0.01,178,83,68.2,31.8
57.32,14,0.0,12,2,85.71,14.29
57.38,25,0.0,22,3,88.0,12.0
57.43,23,0.0,14,9,60.87,39.13
57.44,1,0.0,1,0,100.0,0.0
57.48,42,0.0,40,2,95.24,4.76
57.55,35,0.0,32,3,91.43,8.57
57.64,195,0.01,168,27,86.15,13.85
57.67,9,0.0,8,1,88.89,11.11
57.75,95,0.0,90,5,94.74,5.26
58.08,925,0.03,744,181,80.43,19.57
58.15,5,0.0,4,1,80.0,20.0
58.19,150,0.01,132,18,88.0,12.0
58.2,3,0.0,3,0,100.0,0.0
58.23,3,0.0,3,0,100.0,0.0
58.25,623,0.02,506,117,81.22,18.78
58.29,145,0.01,101,44,69.66,30.34
58.3,39,0.0,32,7,82.05,17.95
58.41,13,0.0,12,1,92.31,7.69
58.52,114,0.0,95,19,83.33,16.67
58.58,2,0.0,2,0,100.0,0.0
58.63,4,0.0,3,1,75.0,25.0
58.67,89,0.0,41,48,46.07,53.93
59.05,14,0.0,9,5,64.29,35.71
59.06,46,0.0,46,0,100.0,0.0
59.13,256,0.01,226,30,88.28,11.72
59.18,75,0.0,66,9,88.0,12.0
59.21,185,0.01,144,41,77.84,22.16
59.27,20,0.0,17,3,85.0,15.0
59.29,64,0.0,54,10,84.38,15.62
59.35,886,0.03,597,289,67.38,32.62
59.39,76,0.0,72,4,94.74,5.26
59.4,7,0.0,7,0,100.0,0.0
59.57,56,0.0,42,14,75.0,25.0
59.71,176,0.01,115,61,65.34,34.66
59.8,15,0.0,12,3,80.0,20.0
59.9,96,0.0,78,18,81.25,18.75
59.95,41,0.0,34,7,82.93,17.07
60.06,341,0.01,259,82,75.95,24.05
60.19,11,0.0,11,0,100.0,0.0
60.23,33,0.0,27,6,81.82,18.18
60.26,157,0.01,144,13,91.72,8.28
60.27,217,0.01,150,67,69.12,30.88
60.28,766,0.03,682,84,89.03,10.97
60.34,89,0.0,87,2,97.75,2.25
60.38,27,0.0,24,3,88.89,11.11
60.39,1702,0.06,1568,134,92.13,7.87
60.4,29,0.0,28,1,96.55,3.45
60.45,600,0.02,483,117,80.5,19.5
60.47,150,0.01,76,74,50.67,49.33
60.49,2336,0.08,1870,466,80.05,19.95
60.5,587,0.02,559,28,95.23,4.77
60.61,845,0.03,597,248,70.65,29.35
60.75,6,0.0,5,1,83.33,16.67
60.76,27,0.0,23,4,85.19,14.81
61.05,31,0.0,21,10,67.74,32.26
61.26,634,0.02,586,48,92.43,7.57
61.33,246,0.01,139,107,56.5,43.5
61.36,9,0.0,9,0,100.0,0.0
61.38,142,0.01,120,22,84.51,15.49
61.44,49,0.0,45,4,91.84,8.16
61.49,18,0.0,15,3,83.33,16.67
61.55,5,0.0,5,0,100.0,0.0
61.58,24,0.0,22,2,91.67,8.33
61.59,42,0.0,41,1,97.62,2.38
61.6,28,0.0,21,7,75.0,25.0
61.73,12,0.0,10,2,83.33,16.67
61.78,1,0.0,1,0,100.0,0.0
61.82,419,0.02,320,99,76.37,23.63
61.91,58,0.0,44,14,75.86,24.14
62.01,11,0.0,9,2,81.82,18.18
62.07,37,0.0,33,4,89.19,10.81
62.1,32,0.0,27,5,84.38,15.62
62.37,4,0.0,3,1,75.0,25.0
62.45,4,0.0,4,0,100.0,0.0
62.48,49,0.0,39,10,79.59,20.41
62.49,54,0.0,34,20,62.96,37.04
62.56,2,0.0,2,0,100.0,0.0
62.59,123,0.0,113,10,91.87,8.13
62.61,11,0.0,10,1,90.91,9.09
62.67,782,0.03,722,60,92.33,7.67
62.79,64,0.0,59,5,92.19,7.81
63.04,430,0.02,333,97,77.44,22.56
63.09,7,0.0,6,1,85.71,14.29
63.2,933,0.03,755,178,80.92,19.08
63.25,10,0.0,10,0,100.0,0.0
63.36,22,0.0,21,1,95.45,4.55
63.53,110,0.0,90,20,81.82,18.18
63.64,50,0.0,30,20,60.0,40.0
63.65,4,0.0,4,0,100.0,0.0
63.75,669,0.02,534,135,79.82,20.18
63.76,13,0.0,8,5,61.54,38.46
63.79,184,0.01,159,25,86.41,13.59
63.8,11,0.0,10,1,90.91,9.09
63.9,1,0.0,1,0,100.0,0.0
64.02,26,0.0,24,2,92.31,7.69
64.05,23,0.0,18,5,78.26,21.74
64.15,60,0.0,37,23,61.67,38.33
64.22,15,0.0,13,2,86.67,13.33
64.36,62,0.0,58,4,93.55,6.45
64.38,482,0.02,390,92,80.91,19.09
64.46,198,0.01,175,23,88.38,11.62
64.55,30,0.0,28,2,93.33,6.67
64.61,10,0.0,6,4,60.0,40.0
64.62,7,0.0,5,2,71.43,28.57
64.79,65,0.0,59,6,90.77,9.23
64.85,44,0.0,39,5,88.64,11.36
64.89,444,0.02,308,136,69.37,30.63
64.9,662,0.02,591,71,89.27,10.73
65.01,49,0.0,47,2,95.92,4.08
65.06,39,0.0,38,1,97.44,2.56
65.1,374,0.01,333,41,89.04,10.96
65.27,10,0.0,6,4,60.0,40.0
65.4,330,0.01,224,106,67.88,32.12
65.45,55,0.0,51,4,92.73,7.27
65.53,78,0.0,72,6,92.31,7.69
65.56,11,0.0,10,1,90.91,9.09
65.62,19,0.0,13,6,68.42,31.58
65.64,119,0.0,110,9,92.44,7.56
65.67,23,0.0,18,5,78.26,21.74
65.84,68,0.0,67,1,98.53,1.47
65.89,2402,0.09,2075,327,86.39,13.61
65.95,1542,0.06,1341,201,86.96,13.04
65.99,1164,0.04,930,234,79.9,20.1
66.12,2,0.0,2,0,100.0,0.0
66.15,16,0.0,15,1,93.75,6.25
66.36,52,0.0,52,0,100.0,0.0
66.5,1,0.0,1,0,100.0,0.0
66.55,18,0.0,15,3,83.33,16.67
66.69,275,0.01,256,19,93.09,6.91
66.92,111,0.0,100,11,90.09,9.91
66.98,2,0.0,2,0,100.0,0.0
66.99,15,0.0,13,2,86.67,13.33
67.05,49,0.0,44,5,89.8,10.2
67.1,37,0.0,32,5,86.49,13.51
67.14,8,0.0,5,3,62.5,37.5
67.32,236,0.01,177,59,75.0,25.0
67.6,12,0.0,11,1,91.67,8.33
67.79,46,0.0,41,5,89.13,10.87
67.9,44,0.0,43,1,97.73,2.27
67.94,16,0.0,16,0,100.0,0.0
67.99,26,0.0,19,7,73.08,26.92
68.08,22,0.0,20,2,90.91,9.09
68.15,1216,0.04,996,220,81.91,18.09
68.19,145,0.01,108,37,74.48,25.52
68.2,47,0.0,37,10,78.72,21.28
68.62,25,0.0,22,3,88.0,12.0
68.75,754,0.03,586,168,77.72,22.28
69.03,43,0.0,34,9,79.07,20.93
69.04,6,0.0,4,2,66.67,33.33
69.19,145,0.01,114,31,78.62,21.38
69.25,1035,0.04,642,393,62.03,37.97
69.29,45,0.0,39,6,86.67,13.33
69.3,154,0.01,123,31,79.87,20.13
69.82,1955,0.07,1480,475,75.7,24.3
69.84,227,0.01,220,7,96.92,3.08
69.85,866,0.03,554,312,63.97,36.03
69.87,109,0.0,88,21,80.73,19.27
69.94,10,0.0,10,0,100.0,0.0
70.29,63,0.0,54,9,85.71,14.29
70.35,870,0.03,707,163,81.26,18.74
70.37,328,0.01,221,107,67.38,32.62
70.4,10,0.0,8,2,80.0,20.0
71.23,22,0.0,22,0,100.0,0.0
71.39,394,0.01,363,31,92.13,7.87
71.45,53,0.0,41,12,77.36,22.64
71.49,55,0.0,53,2,96.36,3.64
71.5,50,0.0,42,8,84.0,16.0
71.52,3,0.0,3,0,100.0,0.0
71.59,34,0.0,32,2,94.12,5.88
71.63,6,0.0,6,0,100.0,0.0
71.72,104,0.0,93,11,89.42,10.58
72.0,914,0.03,573,341,62.69,37.31
72.12,6,0.0,6,0,100.0,0.0
72.33,1133,0.04,886,247,78.2,21.8
72.38,59,0.0,55,4,93.22,6.78
72.49,56,0.0,43,13,76.79,23.21
72.55,207,0.01,188,19,90.82,9.18
72.56,16,0.0,12,4,75.0,25.0
72.59,67,0.0,39,28,58.21,41.79
72.77,23,0.0,20,3,86.96,13.04
73.02,214,0.01,159,55,74.3,25.7
73.1,35,0.0,35,0,100.0,0.0
73.22,170,0.01,140,30,82.35,17.65
73.24,26,0.0,23,3,88.46,11.54
73.58,2,0.0,2,0,100.0,0.0
73.7,859,0.03,639,220,74.39,25.61
73.81,67,0.0,63,4,94.03,5.97
74.13,84,0.0,50,34,59.52,40.48
74.2,76,0.0,74,2,97.37,2.63
74.35,10,0.0,10,0,100.0,0.0
74.59,7,0.0,7,0,100.0,0.0
74.6,165,0.01,112,53,67.88,32.12
74.66,18,0.0,17,1,94.44,5.56
74.67,241,0.01,231,10,95.85,4.15
74.69,268,0.01,263,5,98.13,1.87
74.7,3025,0.11,2542,483,84.03,15.97
74.78,81,0.0,79,2,97.53,2.47
74.79,6,0.0,5,1,83.33,16.67
74.8,14,0.0,12,2,85.71,14.29
74.88,24,0.0,19,5,79.17,20.83
75.73,142,0.01,134,8,94.37,5.63
75.75,33,0.0,30,3,90.91,9.09
75.79,98,0.0,81,17,82.65,17.35
75.88,3,0.0,2,1,66.67,33.33
75.9,131,0.0,122,9,93.13,6.87
76.11,222,0.01,162,60,72.97,27.03
76.27,228,0.01,193,35,84.65,15.35
76.28,71,0.0,64,7,90.14,9.86
76.31,14,0.0,9,5,64.29,35.71
76.41,42,0.0,41,1,97.62,2.38
76.45,427,0.02,360,67,84.31,15.69
76.78,18,0.0,18,0,100.0,0.0
76.85,397,0.01,213,184,53.65,46.35
76.88,264,0.01,167,97,63.26,36.74
76.89,221,0.01,202,19,91.4,8.6
76.95,1248,0.05,1119,129,89.66,10.34
76.96,32,0.0,28,4,87.5,12.5
76.98,1631,0.06,1179,452,72.29,27.71
76.99,136,0.0,127,9,93.38,6.62
77.39,323,0.01,254,69,78.64,21.36
77.43,2,0.0,2,0,100.0,0.0
77.62,25,0.0,25,0,100.0,0.0
77.66,15,0.0,13,2,86.67,13.33
77.75,7,0.0,7,0,100.0,0.0
77.78,8,0.0,7,1,87.5,12.5
78.14,16,0.0,15,1,93.75,6.25
78.29,2,0.0,2,0,100.0,0.0
78.41,67,0.0,64,3,95.52,4.48
78.48,13,0.0,10,3,76.92,23.08
78.58,84,0.0,74,10,88.1,11.9
78.93,111,0.0,81,30,72.97,27.03
79.09,13,0.0,12,1,92.31,7.69
79.13,241,0.01,149,92,61.83,38.17
79.15,16,0.0,15,1,93.75,6.25
79.16,4,0.0,4,0,100.0,0.0
79.18,38,0.0,30,8,78.95,21.05
79.19,39,0.0,35,4,89.74,10.26
79.2,199,0.01,141,58,70.85,29.15
79.7,13,0.0,8,5,61.54,38.46
79.86,4,0.0,4,0,100.0,0.0
80.06,440,0.02,268,172,60.91,39.09
80.19,31,0.0,28,3,90.32,9.68
80.69,1,0.0,1,0,100.0,0.0
80.83,9,0.0,8,1,88.89,11.11
80.93,7,0.0,7,0,100.0,0.0
81.02,5,0.0,5,0,100.0,0.0
81.07,172,0.01,149,23,86.63,13.37
81.1,15,0.0,14,1,93.33,6.67
81.14,8,0.0,7,1,87.5,12.5
81.17,63,0.0,63,0,100.0,0.0
81.18,2,0.0,2,0,100.0,0.0
81.29,43,0.0,39,4,90.7,9.3
81.35,32,0.0,32,0,100.0,0.0
81.36,20,0.0,13,7,65.0,35.0
81.39,822,0.03,786,36,95.62,4.38
81.51,67,0.0,62,5,92.54,7.46
81.57,3,0.0,3,0,100.0,0.0
81.73,17,0.0,17,0,100.0,0.0
82.25,4,0.0,4,0,100.0,0.0
82.28,8,0.0,8,0,100.0,0.0
82.35,7,0.0,6,1,85.71,14.29
82.45,6,0.0,6,0,100.0,0.0
82.49,19,0.0,18,1,94.74,5.26
82.81,3,0.0,3,0,100.0,0.0
82.82,5,0.0,5,0,100.0,0.0
82.83,96,0.0,90,6,93.75,6.25
83.0,102,0.0,85,17,83.33,16.67
83.27,8,0.0,7,1,87.5,12.5
83.45,5,0.0,4,1,80.0,20.0
83.49,827,0.03,472,355,57.07,42.93
83.55,54,0.0,42,12,77.78,22.22
83.56,19,0.0,16,3,84.21,15.79
83.79,30,0.0,21,9,70.0,30.0
83.91,28,0.0,21,7,75.0,25.0
84.04,860,0.03,713,147,82.91,17.09
84.33,18,0.0,18,0,100.0,0.0
84.35,2,0.0,2,0,100.0,0.0
84.53,27,0.0,26,1,96.3,3.7
84.59,106,0.0,99,7,93.4,6.6
84.61,17,0.0,15,2,88.24,11.76
84.7,142,0.01,128,14,90.14,9.86
85.17,85,0.0,72,13,84.71,15.29
85.44,14,0.0,14,0,100.0,0.0
85.56,15,0.0,12,3,80.0,20.0
85.76,26,0.0,18,8,69.23,30.77
85.79,215,0.01,198,17,92.09,7.91
85.8,289,0.01,273,16,94.46,5.54
86.41,28,0.0,28,0,100.0,0.0
86.79,347,0.01,244,103,70.32,29.68
86.89,2,0.0,2,0,100.0,0.0
86.9,168,0.01,155,13,92.26,7.74
86.97,121,0.0,121,0,100.0,0.0
87.45,655,0.02,522,133,79.69,20.31
87.73,85,0.0,83,2,97.65,2.35
87.81,11,0.0,9,2,81.82,18.18
87.83,15,0.0,12,3,80.0,20.0
87.89,235,0.01,219,16,93.19,6.81
87.91,5,0.0,3,2,60.0,40.0
87.95,70,0.0,67,3,95.71,4.29
87.96,8,0.0,4,4,50.0,50.0
87.99,532,0.02,344,188,64.66,35.34
88.39,19,0.0,15,4,78.95,21.05
88.58,96,0.0,96,0,100.0,0.0
88.88,13,0.0,13,0,100.0,0.0
89.03,74,0.0,62,12,83.78,16.22
89.12,18,0.0,15,3,83.33,16.67
89.43,59,0.0,46,13,77.97,22.03
89.5,1,0.0,1,0,100.0,0.0
90.09,32,0.0,32,0,100.0,0.0
90.19,45,0.0,32,13,71.11,28.89
90.34,162,0.01,115,47,70.99,29.01
90.53,7,0.0,7,0,100.0,0.0
90.71,4,0.0,4,0,100.0,0.0
90.74,88,0.0,81,7,92.05,7.95
90.75,287,0.01,259,28,90.24,9.76
90.99,10,0.0,9,1,90.0,10.0
91.04,84,0.0,83,1,98.81,1.19
91.08,83,0.0,79,4,95.18,4.82
91.19,22,0.0,22,0,100.0,0.0
91.49,19,0.0,17,2,89.47,10.53
91.54,29,0.0,22,7,75.86,24.14
91.62,130,0.0,130,0,100.0,0.0
91.85,12,0.0,10,2,83.33,16.67
92.29,23,0.0,23,0,100.0,0.0
92.4,448,0.02,417,31,93.08,6.92
92.44,4,0.0,4,0,100.0,0.0
92.5,6,0.0,6,0,100.0,0.0
92.95,97,0.0,96,1,98.97,1.03
93.01,3,0.0,2,1,66.67,33.33
93.06,158,0.01,149,9,94.3,5.7
93.19,10,0.0,8,2,80.0,20.0
93.23,36,0.0,23,13,63.89,36.11
93.39,18,0.0,17,1,94.44,5.56
93.49,230,0.01,204,26,88.7,11.3
93.5,6,0.0,4,2,66.67,33.33
93.6,18,0.0,18,0,100.0,0.0
93.96,96,0.0,78,18,81.25,18.75
94.2,6,0.0,6,0,100.0,0.0
94.55,273,0.01,235,38,86.08,13.92
94.57,26,0.0,24,2,92.31,7.69
94.6,8,0.0,8,0,100.0,0.0
94.61,3,0.0,1,2,33.33,66.67
94.82,51,0.0,34,17,66.67,33.33
94.83,7,0.0,7,0,100.0,0.0
95.26,706,0.03,569,137,80.59,19.41
95.37,14,0.0,14,0,100.0,0.0
95.59,153,0.01,152,1,99.35,0.65
95.99,679,0.02,500,179,73.64,26.36
96.03,427,0.02,322,105,75.41,24.59
96.06,9,0.0,8,1,88.89,11.11
96.14,9,0.0,5,4,55.56,44.44
96.31,32,0.0,23,9,71.88,28.12
96.89,7,0.0,7,0,100.0,0.0
97.0,5,0.0,5,0,100.0,0.0
97.12,303,0.01,268,35,88.45,11.55
97.79,2360,0.09,1804,556,76.44,23.56
97.9,1339,0.05,1205,134,89.99,10.01
98.07,69,0.0,65,4,94.2,5.8
